Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1995,16.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1994,16.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1993,15.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1992,15.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1991,14.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1990,14.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1989,13.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1988,13.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1987,13,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1986,12.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1985,12.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1984,11.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1983,11.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1982,11,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1981,10.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1980,10.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1979,10,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1978,9.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1977,9.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1976,9.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1975,8.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2016,3.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2015,3.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2014,3.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2013,3.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2012,3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2011,2.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2010,2.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2009,2.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2008,2.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2007,2.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2006,2.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2005,2.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2004,2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2003,1.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2002,1.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2001,1.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,2000,1.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1999,1.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1998,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1997,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1996,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1995,1.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1994,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1993,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1992,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1991,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1990,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1989,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1988,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1987,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1986,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1985,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1984,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1983,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1982,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1981,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1980,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1979,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1978,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1977,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1976,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1975,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2016,3.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2015,2.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2014,2.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2013,2.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2012,2.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2011,2.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2010,2.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2009,2.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2008,2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2007,1.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2006,1.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2005,1.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2004,1.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2003,1.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2002,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2001,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,2000,1.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1999,1.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1998,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1997,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1996,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1995,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1994,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1993,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1992,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1991,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1990,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1989,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1988,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1987,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1986,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1985,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1984,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1983,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1982,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1981,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1980,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1979,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1978,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1977,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1976,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chad,TCD,1975,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2016,24.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2015,24.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2014,23.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2013,23.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2012,22.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2011,22.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2010,21.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2009,21.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2008,20.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2007,20.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2006,19.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2005,19.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2004,19,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2003,18.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2002,18,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2001,17.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,2000,17.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1999,16.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1998,16.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1997,15.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1996,15.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1995,15,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1994,14.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1993,14.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1992,13.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1991,13.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1990,13,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1989,12.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1988,12.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1987,12,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1986,11.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1985,11.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1984,10.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1983,10.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1982,10.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1981,9.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1980,9.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1979,9.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1978,8.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1977,8.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1976,8.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1975,7.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2016,5.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2015,5.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2014,5.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2013,4.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2012,4.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2011,4.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2010,3.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2009,3.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2008,3.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2007,3.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2006,2.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2005,2.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2004,2.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2003,2.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2002,2.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2001,1.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,2000,1.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1999,1.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1998,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1997,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1996,1.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1995,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1994,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1993,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1992,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1991,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1990,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1989,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1988,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1987,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1986,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1985,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1984,0.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1983,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1982,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1981,0.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1980,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1979,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1978,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1977,0.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1976,0.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1975,0.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2016,17.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2015,17.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2014,16.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2013,16.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2012,15.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2011,15.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2010,14.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2009,14.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2008,13.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2007,13.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2006,13,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2005,12.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2004,12.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2003,11.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2002,11.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2001,11.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,2000,10.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1999,10.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1998,9.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1997,9.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1996,9.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1995,8.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1994,8.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1993,8.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1992,7.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1991,7.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1990,7.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1989,6.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1988,6.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1987,6.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1986,5.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1985,5.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1984,5.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1983,5.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1982,4.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1981,4.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1980,4.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1979,4.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1978,3.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1977,3.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1976,3.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Colombia,COL,1975,3.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2016,3.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2015,3.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2014,3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2013,2.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2012,2.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2011,2.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2010,2.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2009,2.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,2008,2.3,male
